brand,model,screen_size,color,harddisk,cpu,ram,OS,special_features,graphics,graphics_coprocessor,cpu_speed,rating,price,price_dollar,harddisk_gb,harddisk_imputed,cpu_family,ram_gb,graphics_type,cpu_weights,graphics_type_encoded,graphics_encoded,brand_encoded,performance_score,vfm_score
Dell,G15 5521 Laptop,15.6,Black,1000 GB,Core i7,16 GB,Windows 11,,Dedicated,NVIDIA GeForce RTX 3060,,,"$1,163.99 ",1163.99,0.9758064516129032,False,Core i7,0.30434782608695654,Unknown,0.9,1,0.0,7,0.5336676016830295,11.990126819580269
Lenovo,Unknown Model,14.0,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,,$589.99 ,589.99,0.9758064516129032,False,Core i7,0.13043478260869565,Integrated,0.9,0,0.0,0,0.49018934081346427,21.7280824407236
Lenovo,ThinkPad X1 Yoga Gen 7,14.0,Unknown,256 GB,Core i5,16 GB,Windows 11,Information Not Available,Iris Xe Graphics,Intel Iris Xe Graphics,,,"$1,152.45 ",1152.45,0.22580645161290322,False,Core i5,0.30434782608695654,Integrated,0.8,0,0.0,0,0.4186676016830295,9.500565361691129
Lenovo,Lenovo Flex 5 2 in 1,14.0,Unknown,256 GB,Ryzen 3 4300U,4 GB,Windows 10,Dolby,Integrated,Integrated AMD Radeon Graphics,,4.2,$468.00 ,468.0,0.22580645161290322,False,Ryzen 3,0.043478260869565216,Integrated,0.65,0,0.0,0,0.29345021037868163,16.397995387652298
Asus,ROG Strix Scar GL703GE,17.3,Black,1000 GB,Core i7,16 GB,Windows 10,,Dedicated,NVIDIA GeForce GTX 1050 Ti,,4.3,"$1,699.00 ",1699.0,0.9758064516129032,False,Core i7,0.30434782608695654,Unknown,0.9,1,0.0,6,0.5336676016830295,8.214471875646403
Lenovo,Unknown Model,14.0,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,,$589.99 ,589.99,0.9758064516129032,False,Core i7,0.13043478260869565,Integrated,0.9,0,0.0,0,0.49018934081346427,21.7280824407236
Lenovo,ThinkPad P15s Gen 2,15.6,Black,1 TB,Core i7 Family,32 GB,Windows 10,Anti-glare Screen,Quadro T500,,,1.0,"$1,349.99 ",1349.99,1.0,False,Core i7,0.6521739130434783,Dedicated,0.9,2,1.0,0,0.8730434782608696,16.912488284369505
Other,IVIEW MEGATRON 4G,14.1,Silver,64 GB,Intel Celeron D,4 GB,Windows 10,,Integrated,Embedded,,3.1,$239.99 ,239.99,0.03225806451612903,False,Celeron,0.043478260869565216,Integrated,0.25,0,0.0,8,0.1140953716690042,12.433032516719148
Msi,CPROM15843,15.6,Black,1 TB,Core i7 Family,16 GB,Windows 11,,"Integrated, Dedicated",NVIDIA GeForce GTX 1050,,,"$1,246.47 ",1246.47,1.0,False,Core i7,0.30434782608695654,Both,0.9,2,0.0,10,0.5360869565217392,11.247489541048271
Lenovo,Unknown Model,14.0,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,,$589.99 ,589.99,0.9758064516129032,False,Core i7,0.13043478260869565,Integrated,0.9,0,0.0,0,0.49018934081346427,21.7280824407236
Dell,Latitude 7420,14.0,Unknown,,Core i5,16 GB,Windows 10,Anti Glare,Integrated,Intel Iris Xe Graphics,,,$792.95 ,792.95,0.4838709677419355,True,Core i5,0.30434782608695654,Integrated,0.8,0,0.0,7,0.44447405329593276,14.658947786314084
Hp,ZBOOK 17 G3,17.3,Black,1000 GB,Core i7,16 GB,Windows 10,,Integrated,Integrated Graphics,,1.0,$474.98 ,474.98,0.9758064516129032,False,Core i7,0.30434782608695654,Integrated,0.9,0,0.0,3,0.5336676016830295,29.38310606072516
Lenovo,300e-convertible,11.6,Black,64 GB,Celeron N3450,4 GB,Windows 10,,Integrated,Intel HD Graphics 500,,4.0,$269.99 ,269.99,0.03225806451612903,False,Celeron,0.043478260869565216,Integrated,0.25,0,0.0,0,0.1140953716690042,11.051533292667983
Acer,Acer Swift,14.0,Unknown,512 GB,Intel Core i7-1165G7,8 GB,Windows 10,"Backlit Keyboard,Fingerprint Reader",Integrated,Intel Iris Xe Graphics,,2.9,$599.99 ,599.99,0.4838709677419355,False,Core i7,0.13043478260869565,Integrated,0.9,0,0.0,1,0.4409957924263675,19.221736593203378
Msi,Unknown Model,15.6,Unknown,,Unknown,32 GB,No OS,,Unknown,,,,"$1,129.99 ",1129.99,1.0,True,Unknown,0.6521739130434783,Unknown,0.0,1,0.0,10,0.2630434782608696,6.087726407313636
Lenovo,Unknown Model,14.0,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,,$589.99 ,589.99,0.9758064516129032,False,Core i7,0.13043478260869565,Integrated,0.9,0,0.0,0,0.49018934081346427,21.7280824407236
Dell,Latitude 7000,14.0,Unknown,256 GB,Core i5,16 GB,Windows 11,Anti-glare Screen,Iris Xe Graphics,Intel Iris Xe Graphics,,,"$1,359.99 ",1359.99,0.22580645161290322,False,Core i5,0.30434782608695654,Integrated,0.8,0,0.0,7,0.4186676016830295,8.050740484180723
Dell,Dell G16 7620,16.0,Obsidian Black,1 TB,Intel Core i7,32 GB,Windows 10,"HD Audio, Backlit Keyboard, Anti Glare Coating",Dedicated,,,,"$1,374.98 ",1374.98,1.0,False,Core i7,0.6521739130434783,Unknown,0.9,1,0.0,7,0.6230434782608696,11.850158550140272
Lenovo,Lenovo Ideapad,15.6,Unknown,256 GB,Core i3,4 GB,Windows 11,,Integrated,,2.4 GHz,3.7,$360.00 ,360.0,0.22580645161290322,False,Core i3,0.043478260869565216,Integrated,0.7000000000000001,0,0.0,0,0.31345021037868165,22.77027379411335
Msi,Unknown Model,15.6,Unknown,,Unknown,32 GB,No OS,,Unknown,,3.5 GHz,5.0,"$1,159.99 ",1159.99,1.0,True,Unknown,0.6521739130434783,Unknown,0.0,1,0.0,10,0.2630434782608696,5.930283849861064
Dell,Latitude 7320 Detachable 2-in-1,13.0,Black,256 GB,Core i5,8 GB,Windows 11,Wifi & Bluetooth,Integrated,,,3.0,$749.99 ,749.99,0.22580645161290322,False,Core i5,0.13043478260869565,Integrated,0.8,0,0.0,7,0.3751893408134643,13.08269469400955
Asus,E410MA-TB.CL464,14.0,Unknown,64 GB,Celeron,4 GB,Windows 11,,Integrated,Intel UHD Graphics 600,1.1 GHz,4.6,$229.99 ,229.99,0.03225806451612903,False,Celeron,0.043478260869565216,Integrated,0.25,0,0.0,6,0.1140953716690042,12.973622651799769
Lenovo,Unknown Model,15.6,Blue,1152 GB,Pentium,20 GB,Windows 11,,Integrated,Intel,1.1 GHz,5.0,$389.99 ,389.99,1.0,False,Pentium,0.3913043478260869,Integrated,0.35000000000000003,0,0.0,0,0.3378260869565217,22.65384368300717
Hp,Unknown Model,15.6,Black,1000 GB,Pentium N5000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.4,$459.99 ,459.99,0.9758064516129032,False,Pentium,0.30434782608695654,Integrated,0.35000000000000003,0,0.0,3,0.3136676016830295,17.832961037562576
Lenovo,Ideapad 3,15.6,Gray,1000 GB,Intel Core i5,20 GB,Windows 11,,Integrated,Intel,,,$639.99 ,639.99,0.9758064516129032,False,Core i5,0.3913043478260869,Integrated,0.8,0,0.0,0,0.5154067321178122,21.06100477595671
Lenovo,Unknown Model,14.0,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,,$589.99 ,589.99,0.9758064516129032,False,Core i7,0.13043478260869565,Integrated,0.9,0,0.0,0,0.49018934081346427,21.7280824407236
Hp,HP Stream,11.6,Unknown,32 GB,Others,4 GB,Windows 10,,Integrated,,1 GHz,4.8,$176.24 ,176.24,0.0,False,Unknown,0.043478260869565216,Integrated,0.0,0,0.0,3,0.010869565217391304,1.6129090409678797
Lenovo,Lenovo Ideapad,15.6,Abyss Blue,256 GB,Core i3-10110U,8 GB,Windows 10,,Integrated,Intel UHD Graphics,,4.5,$400.00 ,400.0,0.22580645161290322,False,Core i3,0.13043478260869565,Integrated,0.7000000000000001,0,0.0,0,0.33518934081346424,21.914541861602906
Panasonic,CF-20 MK1,10.1,Unknown,256 GB,Core M Family,8 GB,Windows 10,Backlit Keyboard,Integrated,Intel HD Graphics 515,,,$863.99 ,863.99,0.22580645161290322,False,Core M,0.13043478260869565,Integrated,0.45,0,0.0,4,0.23518934081346426,7.118870730382892
Lenovo,Unknown Model,14.0,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,,$589.99 ,589.99,0.9758064516129032,False,Core i7,0.13043478260869565,Integrated,0.9,0,0.0,0,0.49018934081346427,21.7280824407236
Dell,Latitude 5440,14.0,Unknown,512 GB,Core i7 Family,32 GB,Windows 11,"Anti-glare,Backlit Keyboard",Integrated,intel,,,$996.99 ,996.99,0.4838709677419355,False,Core i7,0.6521739130434783,Integrated,0.9,0,0.0,7,0.5714305750350631,14.989075929666543
Lenovo,Unknown Model,14.0,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,,$589.99 ,589.99,0.9758064516129032,False,Core i7,0.13043478260869565,Integrated,0.9,0,0.0,0,0.49018934081346427,21.7280824407236
Hp,HP Stream,11.6,White,32 GB,Celeron N4000,4 GB,Windows 10,Anti Glare Coating,Integrated,,,4.2,$194.97 ,194.97,0.0,False,Celeron,0.043478260869565216,Integrated,0.25,0,0.0,3,0.1108695652173913,14.871224863711479
Dell,Latitude 7000,13.3,Carbon Fiber,512 GB,Core i7,16 GB,Windows 10,Anti-glare Screen,Iris Xe Graphics,,,,"$1,718.99 ",1718.99,0.4838709677419355,False,Core i7,0.30434782608695654,Integrated,0.9,0,0.0,7,0.48447405329593274,7.37054089673402
Dell,Latitude 9000,14.0,Unknown,512 GB,Core i7,16 GB,Windows 11,"Anti-reflection, Anti-smudge, Corning Gorilla Glass, Anti-glare Screen",Iris Xe Graphics,Intel Iris Xe Graphics,,,"$2,643.99 ",2643.99,0.4838709677419355,False,Core i7,0.30434782608695654,Integrated,0.9,0,0.0,7,0.48447405329593274,4.791956889427273
Dell,Latitude,14.0,Black,512 GB,Core i7,16 GB,Windows 11,Information Not Available,Integrated,,,,"$1,482.04 ",1482.04,0.4838709677419355,False,Core i7,0.30434782608695654,Integrated,0.9,0,0.0,7,0.48447405329593274,8.548950160641287
Asus,TAICHI21,11.6,Black and silver,128 GB,Core i5-3317U,4 GB,Windows 8,,Integrated,Intel HD Graphics 4000,,3.5,$462.00 ,462.0,0.0967741935483871,False,Core i5,0.043478260869565216,Integrated,0.8,0,0.0,6,0.3405469845722301,19.276902525457707
Other,Xenia 15G,15.6,Unknown,,Core i7,32 GB,Windows 11,Backlit Keyboard,Dedicated,NVIDIA GeForce RTX,,5.0,"$1,699.99 ",1699.99,1.0,True,Core i7,0.6521739130434783,Unknown,0.9,1,0.0,8,0.6230434782608696,9.584604029007153
Hp,HP Pavilion i7-1065G7 FHD Touch,15.6,Silver,1 TB,Core i7,12 GB,Windows 10,"Backlit Keyboard,Numeric Keypad",Integrated,,,3.4,$959.99 ,959.99,1.0,False,Core i7,0.21739130434782608,Integrated,0.9,0,0.0,3,0.5143478260869566,14.011750236429629
Lenovo,Unknown Model,15.6,Blue,1152 GB,Pentium,20 GB,Windows 11,,Integrated,Intel,1.1 GHz,5.0,$389.99 ,389.99,1.0,False,Pentium,0.3913043478260869,Integrated,0.35000000000000003,0,0.0,0,0.3378260869565217,22.65384368300717
Hp,Unknown Model,15.6,Black,1000 GB,Pentium N5000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.4,$459.99 ,459.99,0.9758064516129032,False,Pentium,0.30434782608695654,Integrated,0.35000000000000003,0,0.0,3,0.3136676016830295,17.832961037562576
Lenovo,Ideapad 3,15.6,Gray,1000 GB,Intel Core i5,20 GB,Windows 11,,Integrated,Intel,,,$639.99 ,639.99,0.9758064516129032,False,Core i5,0.3913043478260869,Integrated,0.8,0,0.0,0,0.5154067321178122,21.06100477595671
Dell,KX9W6,13.3,Unknown,512 GB,Intel Core i7,16 GB,Windows 10,,Integrated,,1.8 GHz,5.0,"$1,273.99 ",1273.99,0.4838709677419355,False,Core i7,0.30434782608695654,Integrated,0.9,0,0.0,7,0.48447405329593274,9.94504360008855
Dell,Inspiron,16.0,Silver,1000 GB,Intel Core i5,32 GB,Windows 11,,Integrated,Intel,,,$899.99 ,899.99,0.9758064516129032,False,Core i5,0.6521739130434783,Integrated,0.8,0,0.0,7,0.58062412342216,16.871728555701296
Lenovo,Unknown Model,14.0,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,,$589.99 ,589.99,0.9758064516129032,False,Core i7,0.13043478260869565,Integrated,0.9,0,0.0,0,0.49018934081346427,21.7280824407236
Dell,Latitude 5530 Laptop,15.6,Black,1000 GB,Core i7,16 GB,Windows 11,Backlit Keyboard,Integrated,,,,"$1,009.00 ",1009.0,0.9758064516129032,False,Core i7,0.30434782608695654,Integrated,0.9,0,0.0,7,0.5336676016830295,13.831900611222236
Lenovo,Unknown Model,14.0,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,,$589.99 ,589.99,0.9758064516129032,False,Core i7,0.13043478260869565,Integrated,0.9,0,0.0,0,0.49018934081346427,21.7280824407236
Dell,XPS 9315 2-in-1,13.0,Platinum Silver,1000 GB,Core i7,16 GB,Windows 11,,Integrated,Intel Integrated Graphics,,,"$1,561.99 ",1561.99,0.9758064516129032,False,Core i7,0.30434782608695654,Integrated,0.9,0,0.0,7,0.5336676016830295,8.935004524179563
Dell,Alienware X14 Laptop,14.0,Lunar Light,1000 GB,Core i7,12 GB,Windows 11,,Integrated,NVIDIA GeForce RTX 3060,,,"$2,086.99 ",2086.99,0.9758064516129032,False,Core i7,0.21739130434782608,Integrated,0.9,0,0.0,7,0.5119284712482469,6.414917914299004
Dell,LATITUDE E6540,15.6,Silver,500 GB,Core i7,16 GB,Windows 10,,Integrated,Integrated Graphics,,,$268.98 ,268.98,0.4717741935483871,False,Core i7,0.30434782608695654,Integrated,0.9,0,0.0,7,0.4832643758765779,46.98583839067295
Lenovo,Lenovo IdeaPad 1,14.0,Unknown,128 MB,Unknown,4 GB,Other,"Anti-glare,Hd Audio",Integrated,Intel UHD Graphics 605,1.1 GHz,4.3,$310.19 ,310.19,0.0967741935483871,False,Unknown,0.043478260869565216,Integrated,0.0,0,0.0,0,0.020546984572230014,1.732297544759611
Lenovo,Unknown Model,15.6,Blue,1152 GB,Pentium,20 GB,Windows 11,,Integrated,Intel,1.1 GHz,5.0,$389.99 ,389.99,1.0,False,Pentium,0.3913043478260869,Integrated,0.35000000000000003,0,0.0,0,0.3378260869565217,22.65384368300717
Hp,Unknown Model,15.6,Black,1000 GB,Pentium N5000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.4,$459.99 ,459.99,0.9758064516129032,False,Pentium,0.30434782608695654,Integrated,0.35000000000000003,0,0.0,3,0.3136676016830295,17.832961037562576
Lenovo,Ideapad 3,15.6,Gray,1000 GB,Intel Core i5,20 GB,Windows 11,,Integrated,Intel,,,$639.99 ,639.99,0.9758064516129032,False,Core i5,0.3913043478260869,Integrated,0.8,0,0.0,0,0.5154067321178122,21.06100477595671
Lenovo,Legion 5 Pro,16.0,Unknown,512 GB,AMD Ryzen 7 5800H,16 GB,Windows 11,,Dedicated,AMD Radeon RTX 3070,3.2 GHz,,"$1,344.99 ",1344.99,0.4838709677419355,False,Ryzen 7,0.30434782608695654,Unknown,0.8500000000000001,1,0.0,0,0.4644740532959328,9.031181920770626
Gigabyte,AORUS 17 XE4-73US514SH,17.0,Black,1 TB,Intel Mobile CPU,16 GB,Windows 11,,Dedicated,,,4.0,"$1,119.99 ",1119.99,1.0,False,Unknown,0.30434782608695654,Unknown,0.0,1,0.0,11,0.17608695652173914,4.111641396761492
Lenovo,ThinkPad P14s Gen 2,14.0,Black,512 GB,Ryzen 7,16 GB,Windows 11,Anti-glare Screen,Radeon Graphics,,,,"$1,638.95 ",1638.95,0.4838709677419355,False,Ryzen 7,0.30434782608695654,Dedicated,0.8500000000000001,2,0.0,0,0.4644740532959328,7.4113605488985534
Apple,MacBook Pro,13.0,Unknown,512 GB,Apple M1,16 GB,macOS,,Integrated,,3 GHz,1.0,"$1,657.99 ",1657.99,0.4838709677419355,False,Apple M1,0.30434782608695654,Integrated,0.55,0,0.0,13,0.3444740532959327,5.433464028649211
Dell,Latitude 9000,14.0,Graphite,512 GB,Core i7,16 GB,Windows 10,"Corning Gorilla Glass 6, Anti-reflection, Anti-smudge",Iris Xe Graphics,,,,"$2,150.88 ",2150.88,0.4838709677419355,False,Core i7,0.30434782608695654,Integrated,0.9,0,0.0,7,0.48447405329593274,5.890559257641901
Dell,Latitude 3000,14.0,Apollo,256 GB,Intel Core i5-1135G7,8 GB,Windows 10,,Iris Xe Graphics,Intel Iris Xe Graphics,,1.7,$836.16 ,836.16,0.22580645161290322,False,Core i5,0.13043478260869565,Integrated,0.8,0,0.0,7,0.3751893408134643,11.734464927239074
Lenovo,Unknown Model,13.3,Silver,256 GB,Unknown,8 GB,Windows 10,,Integrated,Intel HD Graphics 5300,,3.0,$724.00 ,724.0,0.22580645161290322,False,Unknown,0.13043478260869565,Integrated,0.0,0,0.0,0,0.05518934081346424,1.9935118815024147
Dell,Latitude 7410 Laptop,14.0,Black,256 GB,Core i7,16 GB,Windows 11,Wifi & Bluetooth,Integrated,,,5.0,$749.99 ,749.99,0.22580645161290322,False,Core i7,0.30434782608695654,Integrated,0.9,0,0.0,7,0.4586676016830295,15.993546580621077
Dell,Inspiron,16.0,Silver,1000 GB,Intel Core i5,32 GB,Windows 11,,Integrated,Intel,,,$899.99 ,899.99,0.9758064516129032,False,Core i5,0.6521739130434783,Integrated,0.8,0,0.0,7,0.58062412342216,16.871728555701296
Lenovo,Unknown Model,14.0,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,,$589.99 ,589.99,0.9758064516129032,False,Core i7,0.13043478260869565,Integrated,0.9,0,0.0,0,0.49018934081346427,21.7280824407236
Dell,Latitude,15.6,Silver,512 GB,Core i5 Family,32 GB,Windows 11,Backlit Keyboard,Integrated,,,,$953.82 ,953.82,0.4838709677419355,False,Core i5,0.6521739130434783,Integrated,0.8,0,0.0,7,0.5314305750350632,14.57076320710321
Lenovo,Yoga C940-14IIL,14.0,Gray,512 GB,Core i7-1065G7,8 GB,Windows 10,"Fingerprint Reader,Pen",Integrated,,,4.0,$899.00 ,899.0,0.4838709677419355,False,Core i7,0.13043478260869565,Integrated,0.9,0,0.0,0,0.4409957924263675,12.828531411074632
Asus,ASUS Rog Strix,15.6,Electro Punk,512 GB,Corei7-10750H,8 GB,Windows 10,Rgb Backlit Keyboard,Dedicated,,,5.0,$979.00 ,979.0,0.4838709677419355,False,Unknown,0.13043478260869565,Unknown,0.0,1,0.0,6,0.08099579242636747,2.1636248194939336
Acer,Chromebook 315 CB315-4H,15.6,Pure Silver,,Celeron,4 GB,Chrome OS,,UHD Graphics,Intel UHD Graphics,1.1 GHz,4.5,$312.99 ,312.99,0.4838709677419355,True,Celeron,0.043478260869565216,Integrated,0.25,0,0.0,1,0.15925666199158486,13.3066683977822
Lenovo,Unknown Model,14.0,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,,$589.99 ,589.99,0.9758064516129032,False,Core i7,0.13043478260869565,Integrated,0.9,0,0.0,0,0.49018934081346427,21.7280824407236
Lenovo,Lenovo Slim 3i Chromebook,14.0,Unknown,,Intel Atom,4 GB,Chrome OS,,Integrated,,,,$333.99 ,333.99,0.9758064516129032,True,Atom,0.043478260869565216,Integrated,0.2,0,0.0,0,0.18845021037868165,14.7558880146374
Hp,17-by4013dx,15.6,Unknown,256 GB,Athlon Silver 3050U,8 GB,Windows 11,,Integrated,AMD Radeon Graphics,,4.5,$378.00 ,378.0,0.22580645161290322,False,Athlon,0.13043478260869565,Integrated,0.30000000000000004,0,0.0,3,0.17518934081346427,12.120431081917795
Lenovo,Chromebook Flex 5,13.3,Graphite Grey,64 GB,Core i3-10110U,4 GB,Chrome OS,"Anti-glare,Backlit Keyboard,Narrow Bezels",Integrated,,,5.0,$399.00 ,399.0,0.03225806451612903,False,Core i3,0.043478260869565216,Integrated,0.7000000000000001,0,0.0,0,0.29409537166900424,19.27602504717593
Dell,Latitude 5320 2-in-1,13.3,Black,512 GB,Core i7,16 GB,Windows 10,Wifi & Bluetooth,Integrated,,,3.4,"$1,273.99 ",1273.99,0.4838709677419355,False,Core i7,0.30434782608695654,Integrated,0.9,0,0.0,7,0.48447405329593274,9.94504360008855
Dell,Latitude 5430 Laptop,14.0,Black,1000 GB,Core i7,32 GB,Windows 11,,Integrated,Intel Integrated Graphics,,5.0,"$1,227.99 ",1227.99,0.9758064516129032,False,Core i7,0.6521739130434783,Integrated,0.9,0,0.0,7,0.6206241234221599,13.217094953350328
Asus,ASUS Chromebook C423,14.0,Silver,32 GB,Celeron,4 GB,Chrome OS,"Anti-glare,Ultra-narrow Bezel",Unknown,Intel HD Graphics 500,,4.2,$199.00 ,199.0,0.0,False,Celeron,0.043478260869565216,Unknown,0.25,1,0.0,6,0.1108695652173913,14.570063877778027
Lenovo,Unknown Model,15.6,Blue,1152 GB,Pentium,20 GB,Windows 11,,Integrated,Intel,1.1 GHz,5.0,$389.99 ,389.99,1.0,False,Pentium,0.3913043478260869,Integrated,0.35000000000000003,0,0.0,0,0.3378260869565217,22.65384368300717
Hp,Unknown Model,15.6,Black,1000 GB,Pentium N5000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.4,$459.99 ,459.99,0.9758064516129032,False,Pentium,0.30434782608695654,Integrated,0.35000000000000003,0,0.0,3,0.3136676016830295,17.832961037562576
Lenovo,Ideapad 3,15.6,Gray,1000 GB,Intel Core i5,20 GB,Windows 11,,Integrated,Intel,,,$639.99 ,639.99,0.9758064516129032,False,Core i5,0.3913043478260869,Integrated,0.8,0,0.0,0,0.5154067321178122,21.06100477595671
Asus,P1512CEA-XS51,15.6,Unknown,256 GB,Core i5 Family,8 GB,Windows 11,,Integrated,,2.4,,$619.71 ,619.71,0.22580645161290322,False,Core i5,0.13043478260869565,Integrated,0.8,0,0.0,6,0.3751893408134643,15.833035118943092
Lenovo,T450,14.0,Unknown,256 GB,Core i5 5300U,16 GB,Windows 10,Speakers,Integrated,Intel HD 5500,,5.0,$139.98 ,139.98,0.22580645161290322,False,Core i5,0.30434782608695654,Integrated,0.8,0,0.0,0,0.4186676016830295,78.21779219231992
Dell,xps 15 7590,15.6,Unknown,512 GB,Core i7,16 GB,Windows 10,"Anti-glare,Backlit Keyboard,Fingerprint Reader",NVIDIA GeForce GTX 1650 4GB,Dedicated,,3.5,$979.00 ,979.0,0.4838709677419355,False,Core i7,0.30434782608695654,Dedicated,0.9,2,0.5,7,0.6094740532959326,16.2807616179253
Lenovo,Unknown Model,14.0,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,,$589.99 ,589.99,0.9758064516129032,False,Core i7,0.13043478260869565,Integrated,0.9,0,0.0,0,0.49018934081346427,21.7280824407236
Hp,Unknown Model,15.6,Unknown,512 GB,Unknown,16 GB,No OS,,Unknown,Intel Iris,,5.0,$930.00 ,930.0,0.4838709677419355,False,Unknown,0.30434782608695654,Unknown,0.0,1,0.0,3,0.1244740532959327,3.5002419954895454
Lenovo,Unknown Model,14.0,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,,$589.99 ,589.99,0.9758064516129032,False,Core i7,0.13043478260869565,Integrated,0.9,0,0.0,0,0.49018934081346427,21.7280824407236
Dell,XPS 9320 Laptop,13.4,Silver,512 GB,Core i7,16 GB,Windows 11,,Integrated,Intel Integrated Graphics,,,"$1,273.99 ",1273.99,0.4838709677419355,False,Core i7,0.30434782608695654,Integrated,0.9,0,0.0,7,0.48447405329593274,9.94504360008855
Dell,Precision 3000,15.6,Titan Gray,512 GB,Core i7,16 GB,Windows 10,Anti-glare Screen,T550,,,,"$1,723.77 ",1723.77,0.4838709677419355,False,Core i7,0.30434782608695654,Dedicated,0.9,2,0.0,7,0.48447405329593274,7.350102447586866
Lenovo,Lenovo Thinkpad,14.0,Unknown,256 GB,Core i5,8 GB,Windows 11,,Integrated,Intel HD Graphics 520,2.4 GHz,,$653.99 ,653.99,0.22580645161290322,False,Core i5,0.13043478260869565,Integrated,0.8,0,0.0,0,0.3751893408134643,15.003119609719143
Lenovo,Unknown Model,14.0,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,,$589.99 ,589.99,0.9758064516129032,False,Core i7,0.13043478260869565,Integrated,0.9,0,0.0,0,0.49018934081346427,21.7280824407236
Hp,ZBook Firefly 16 G9,16.0,Unknown,512 GB,Core i7,32 GB,Windows 11,Anti-glare Screen,"T500,Iris Xe Graphics",NVIDIA Intel T500 Iris Xe Graphics,,,"$1,973.99 ",1973.99,0.4838709677419355,False,Core i7,0.6521739130434783,Integrated,0.9,0,0.0,3,0.5714305750350631,7.570432885231558
Lenovo,Unknown Model,14.0,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,,$589.99 ,589.99,0.9758064516129032,False,Core i7,0.13043478260869565,Integrated,0.9,0,0.0,0,0.49018934081346427,21.7280824407236
Panasonic,Panasonic Toughbook,13.1,silver/black,250 GB,Core i5,4 GB,Windows 7,Water Proof,Integrated,,,2.7,$299.95 ,299.95,0.22580645161290322,False,Core i5,0.043478260869565216,Integrated,0.8,0,0.0,4,0.3534502103786817,30.816376112018222
Acer,Chromebook,15.6,Black,,Celeron 3205U,4 GB,Chrome OS,,Integrated,Intel HD Graphics,1.5 GHz,3.6,$93.99 ,93.99,0.4838709677419355,True,Celeron,0.043478260869565216,Integrated,0.25,0,0.0,1,0.15925666199158486,44.31167296331366
Dell,i3500-7722BLK-PUS,15.6,Black,512 GB,Corei7-10750H,16 GB,Windows 10,Anti-glare,NVIDIA GeForce RTX2060,,,4.3,"$1,699.00 ",1699.0,0.4838709677419355,False,Unknown,0.30434782608695654,Dedicated,0.0,2,0.0,7,0.1244740532959327,1.9159653065363613
Lenovo,Unknown Model,14.0,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,,$589.99 ,589.99,0.9758064516129032,False,Core i7,0.13043478260869565,Integrated,0.9,0,0.0,0,0.49018934081346427,21.7280824407236
Dell,Dell Inspiron 16 5625,16.0,Silver,1000 GB,AMD Ryzen 7,16 GB,Windows 11,,Integrated,AMD Radeon Graphics,,5.0,$854.86 ,854.86,0.9758064516129032,False,Ryzen 7,0.30434782608695654,Integrated,0.8500000000000001,0,0.0,7,0.5136676016830295,15.714094696516046
Msi,Summit E14Evo A12M-026,14.0,Ink Black,512 GB,Core i5,16 GB,Windows 11,,Integrated,Intel Iris Xe Graphics,,,$941.05 ,941.05,0.4838709677419355,False,Core i5,0.30434782608695654,Integrated,0.8,0,0.0,10,0.44447405329593276,12.35196073232852
Microsoft,Laptop 4 13 i5/8GB/512GB ICE BLUE,13.5,Ice Blue,512 GB,Intel Core i5,8 GB,Windows 10,Dolby,Integrated,,,4.4,$865.00 ,865.0,0.4838709677419355,False,Core i5,0.13043478260869565,Integrated,0.8,0,0.0,5,0.4009957924263675,12.12344079726825
